
FOREST_NAME	WATERSHED_CODE	WATERSHED_NAME	WATERSHED_CONDITION_FS_AREA	TOTAL_WATERSHED_AREA_ACRES	FS_OWNERSHIP_PERCENT	NONFS_AREA_PERCENT	AQUATIC_BIOTA_CONDITION	RIPARIAN_WETLAND_VEG_CONDITION	WATER_QUALITY_CONDITION	WATER_QUANTITY_CONDITION	AQUATIC_HABITAT_CONDITION	ROADS_AND_TRAILS_CONDITION	SOIL_CONDITION	FIRE_EFFECTS_REGIME_CONDITION	FOREST_COVER_CONDITION	FOREST_HEALTH_CONDITION	INVASIVE_SPECIES_CONDITION	RANGELAND_VEGETATION_CONDITION	YEAR_PRIORITY_IDENTIFIED	PRINCIPAL_REASON	SELECTION_NARRATIVE	KNOWN_PARTNERS	APPROVAL_DATE	ESTIMATED_COMPLETION_DATE	ESSENTIAL_PROJECT_COUNT	ESSENTIAL_PROJECT_EST_COST	ACTUAL_COMPLETION_DATE	RESTORATION_ACTION_PLAN_IND
Okanogan-Wenatchee National Forests	170200060501	Upper Loup Loup Creek	Functioning at Risk	15292.7	6	95	Poor	Fair	Good	Good	Poor	Poor	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Cherokee National Forest	060200020905	Coker Creek	Functioning at Risk	15603.5	48	52	Poor	Good	Poor	Good	Fair	Fair	Fair	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Lolo National Forest	170102040703	Clark Fork River-Showey Gulch	Functioning at Risk	27109	75	25	Fair	Fair	Fair	Poor	Good	Fair	Fair	Good	Good	Fair	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190102022204	Southwest Cove-Frontal Ernest Sound	Functioning Properly	33257.3	41	59	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Salmon-Challis National Forest	170402210401	Upper Fish Creek	Functioning Properly	21164.2	11	90	Fair	Fair	Good	Good	Good	Fair	Good	Poor	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
National Forests In Texas	120200050704	Sandy Creek-Ayish Bayou	Functioning Properly	11138	58	42	Poor	Good	Fair	Good	Good	Good	Fair	Poor	Poor	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101030702	West Arm Moira Sound-Frontal Moira Sound	Functioning Properly	12808.3	77	23	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Los Padres National Forest	180600080202	South Fork La Brea Creek	Functioning at Risk	20234.2	95	5	Fair	Poor	Fair	Fair	Poor	Good	Poor	Poor	Poor	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Cibola National Forest	130202030504	Canon Saladito-Abo Arroyo	Functioning at Risk	31520.7	11	89	Fair	Good	Good	Good	Fair	Poor	Fair	Poor	Fair	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Chugach National Forest	190202011202	Black Creek-Frontal Prince William Sound	Functioning Properly	43179.6	9	92	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Hiawatha National Forest	040301120207	Sturgeon River	Functioning Properly	22916.1	74	26	Fair	Fair	Fair	Good	Good	Fair	Fair	Fair	Good	Fair	Good	----	 	 	 	 	 	 	 	 	 	 
Uinta-Wasatch-Cache National Forest	140600030202	Sand Creek-Duchesne River	Functioning Properly	11513.4	7	93	Good	Good	Good	Fair	Good	Fair	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Kootenai National Forest	170102100103	Stillwater River-Hellroaring Creek	Functioning Properly	22681.4	32	68	Good	Poor	Good	Good	Good	Fair	Good	Poor	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Chattahoochee-Oconee National Forest	030701010906	Unnamed	Functioning at Risk	19590	14	86	Fair	Fair	Poor	Good	Poor	Fair	Fair	Poor	Good	Fair	Fair	----	 	 	 	 	 	 	 	 	 	 
Los Padres National Forest	180600100201	Agua Caliente Canyon	Functioning at Risk	21587.7	100	0	Fair	Fair	Good	Poor	Fair	Good	Poor	Poor	Poor	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101031604	South Pass-Frontal Tlevak Strait	Functioning Properly	9209.7	42	58	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Lincoln National Forest	130500031704	Grapevine Canyon	Functioning at Risk	33460.1	33	67	Fair	Fair	Good	Good	Fair	Poor	Good	Poor	Fair	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Humboldt-Toiyabe National Forest	160600070901	Fort Ruby Spring-Frontal Ruby Lake	Functioning at Risk	13838.2	40	61	Fair	Poor	Fair	Fair	Poor	Fair	Poor	Fair	Good	Good	Good	Poor	 	 	 	 	 	 	 	 	 	 
Medicine Bow-Routt National Forest	101800010403	East Branch Willow Creek-Willow Creek	Functioning at Risk	19873.9	85	15	Poor	Good	Good	Poor	Fair	Poor	Fair	Fair	Poor	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Modoc National Forest	180102040404	Clear Lake Reservoir-Lost River	Functioning Properly	16668	85	16	Fair	Good	Poor	Good	Good	Good	Good	Poor	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Grand Mesa Uncomp Gunnison National Forest	140200020705	Cow Creek-Soap Creek	Functioning Properly	24266.6	96	4	Poor	Fair	Good	Good	Fair	Good	Good	Fair	Good	Fair	Fair	Good	 	 	 	 	 	 	 	 	 	 
George Washington And Jefferson National Forests	020700050703	Inch Branch-Back Creek	Functioning at Risk	26610	53	47	Fair	Good	Poor	Fair	Poor	Fair	Poor	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Caribou-Targhee National Forest	170402030302	Upper Conant Creek	Functioning at Risk	22854.3	100	0	Poor	Fair	Poor	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Coronado National Forest	150400060303	Emigrant Canyon	Functioning Properly	38078.1	15	85	Good	Good	Good	Fair	Good	Good	Good	Poor	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Tahoe National Forest	160501020104	Sagehen Creek	Functioning at Risk	12075.7	92	8	Poor	Good	Good	Good	Poor	Poor	Good	Fair	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Cibola National Forest	130500011101	Arroyo del Cuervo	Functioning Properly	11106.2	33	67	Good	Good	Good	Good	Fair	Poor	Poor	Poor	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Gifford Pinchot National Forest	170701050901	Dry Creek-Lost Creek	Functioning at Risk	11640.4	99	1	Fair	Good	Fair	Good	Poor	Poor	Fair	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Santa Fe National Forest	130600010305	Tres Hermanos Creek	Functioning at Risk	27562.5	26	74	Fair	Fair	Good	Fair	Good	Fair	Poor	Fair	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Chattahoochee-Oconee National Forest	031501010101	Headwaters Conasuaga River	Functioning at Risk	23561.6	90	10	Fair	Good	Good	Good	Fair	Poor	Poor	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Deschutes National Forest	170703010905	First Creek	Functioning at Risk	13175.2	98	2	Fair	Fair	Fair	Good	Good	Poor	Good	Good	Poor	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Olympic National Forest	171001050103	East Fork Humptulips River	Functioning at Risk	29458.5	67	34	Good	Fair	Good	Good	Fair	Poor	Good	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Coconino National Forest	150602020312	Middle Sycamore Creek	Functioning at Risk	18346.7	74	26	Fair	Good	Fair	Fair	Good	Good	Poor	Poor	Fair	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
National Forests In Alabama	031601100305	Lower Clear Creek	Functioning Properly	23532.7	21	79	Poor	Good	Good	Good	Good	Fair	Fair	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Grand Mesa Uncomp Gunnison National Forest	140200030301	Upper Quartz Creek	Functioning at Risk	25888.8	91	9	Poor	Good	Fair	Good	Poor	Poor	Good	Good	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Grand Mesa Uncomp Gunnison National Forest	140100051105	Harrison Creek-Buzzard Creek	Functioning Properly	10586.3	16	84	Poor	Fair	Good	Good	Good	Fair	Good	Good	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Nebraska National Forest	101500050506	Outlet Snake River	Functioning Properly	10375.2	17	83	Good	Fair	Good	Good	Good	Good	Good	Fair	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Uinta-Wasatch-Cache National Forest	160201010206	Whites Creek-Upper Weber River	Functioning Properly	12060	32	68	Fair	Fair	Good	Good	Fair	Fair	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Cleveland National Forest	180703030203	Gomez Creek-San Luis Rey River	Functioning Properly	32198.4	15	85	Good	Good	Good	Good	Fair	Good	Fair	Good	Fair	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Manti-Lasal National Forest	140802030108	Dodge Canyon	Functioning Properly	16903.4	5	95	Good	Good	Good	Good	Good	Poor	Fair	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Dixie National Forest	140700070104	Dry Creek	Functioning Properly	15145.4	6	94	Fair	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Ouachita National Forest	111102060206	Garner Creek-Fourche La Fave River	Functioning at Risk	29520.1	52	48	Fair	Fair	Poor	Good	Poor	Poor	Good	Fair	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Mt Baker-Snoqualmie National Forest	171100090503	Lower Sultan River	Functioning at Risk	23466.4	8	92	Good	Good	Good	Poor	Poor	Poor	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190102040204	Swan Cove-Frontal Seymour Canal	Functioning Properly	29516.7	89	11	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Clearwater National Forest	170603080401	Beaver Creek	Functioning at Risk	39822.4	17	83	Good	Fair	Fair	Good	Good	Poor	Good	Fair	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Bridger-Teton National Forest	170401010106	Wolverine Creek	Functioning Properly	17371.2	100	0	Good	Good	Good	Good	Good	Good	Good	Fair	Poor	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Rogue River-Siskiyou National Forests	171003060403	Euchre Creek	Functioning Properly	23901	9	91	Good	Fair	Fair	Good	Fair	Poor	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Humboldt-Toiyabe National Forest	160503020202	Rock Creek-West Walker River	Functioning at Risk	25731.4	93	7	Fair	Poor	Fair	Fair	Poor	Fair	Poor	Good	Good	Poor	Good	Fair	 	 	 	 	 	 	 	 	 	 
Fishlake National Forest	160300070201	Merchant Creek	Functioning at Risk	11872.1	97	3	Fair	Fair	Good	Good	Fair	Fair	Fair	Fair	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
National Forests In North Carolina	030203010205	Pettiford Creek	Functioning at Risk	12084.4	65	35	Fair	Good	Poor	Good	Fair	Fair	Fair	Fair	Fair	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Sierra National Forest	180400010502	Middle Fork Chowchilla River	Functioning Properly	10792	6	94	Fair	Fair	Good	Good	Fair	Fair	Good	Poor	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Lincoln National Forest	130500031705	Bug Scuffle Canyon	Functioning at Risk	48729.2	48	52	Fair	Fair	Poor	Good	Fair	Poor	Good	Poor	Poor	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Fishlake National Forest	160300050403	Little Valley-Sevier River	Functioning Properly	19973.3	17	83	Good	Good	Good	Good	Good	Good	Fair	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190101030505	Karta River	Functioning Properly	39507.1	100	1	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190102031603	Pelican Creek	Functioning Properly	8419	91	9	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Fremont-Winema National Forests	171200050204	Benny Creek	Functioning at Risk	25691.7	65	35	Fair	Poor	Good	Good	Poor	Poor	Fair	Poor	Poor	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Tongass National Forest	190102010704	Long River	Functioning Properly	24989.4	86	14	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Caribou-Targhee National Forest	170401050301	Salt River-Limekiln Creek	Functioning Properly	34054.9	52	48	Good	Fair	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Clearwater National Forest	170603080301	Minnesaka Creek-Little North Fork Clearwater River	Functioning Properly	22352.7	82	18	Good	Good	Good	Good	Good	Poor	Good	Fair	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Dakota Prairie Grasslands	101101010808	Middle Tobacco Garden Creek	Functioning at Risk	21975.9	21	79	Fair	Fair	Good	Fair	Good	Fair	Fair	Fair	----	Fair	Poor	Fair	 	 	 	 	 	 	 	 	 	 
George Washington And Jefferson National Forests	060102060105	Butcher Fork-South Fork Powell River	Functioning at Risk	26152.1	16	84	Good	Good	Fair	Good	Fair	Poor	Fair	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Manti-Lasal National Forest	160300050202	Quaking Aspen Creek-Chicken Creek	Functioning at Risk	18871.2	92	9	Poor	Good	Good	Fair	Fair	Poor	Good	Fair	Poor	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Sawtooth National Forest	170402130502	Hopper Gulch-Shoshone Creek	Functioning at Risk	14094.1	45	55	Poor	Fair	Poor	Good	Poor	Poor	Good	Fair	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Kootenai National Forest	170101020107	McGinnis Creek	Functioning at Risk	20156.7	28	72	Good	Poor	Good	Fair	Good	Fair	Good	Good	Poor	Good	Poor	Good	 	 	 	 	 	 	 	 	 	 
Okanogan-Wenatchee National Forests	170200090101	Upper Bridge Creek	Functioning Properly	19149.4	49	51	Poor	Good	Good	Good	Good	Poor	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Humboldt-Toiyabe National Forest	160600040302	Windlass Spring	Functioning at Risk	11940.6	21	79	Fair	Poor	Fair	Fair	Poor	Good	Fair	Fair	Good	Good	Poor	Fair	 	 	 	 	 	 	 	 	 	 
Mark Twain National Forest	102902030103	Corn Creek	Functioning at Risk	16505.3	20	81	Good	Poor	Good	Fair	Poor	Fair	Good	Poor	Good	Good	Poor	Fair	 	 	 	 	 	 	 	 	 	 
Fremont-Winema National Forests	171200070303	Crane Lake	Functioning Properly	11600.8	35	65	Good	Fair	Good	Good	Good	Poor	Good	Poor	Fair	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
National Forests In North Carolina	060101060101	Lake Logan-West Fork Pigeon River	Functioning at Risk	21152.4	84	16	Fair	Good	Fair	Good	Fair	Poor	Fair	Fair	Good	Fair	Good	----	 	 	 	 	 	 	 	 	 	 
Bitterroot National Forest	170102051303	Upper Burnt Fork Bitterroot River	Functioning Properly	25649.4	100	0	Fair	Fair	Good	Fair	Good	Good	Good	Fair	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Lassen National Forest	180201210203	Robbers Creek	Functioning Properly	30730.5	74	26	Good	Fair	Good	Good	Fair	Fair	Good	Fair	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Humboldt-Toiyabe National Forest	170501020503	Taylor Creek-Bruneau River	Functioning at Risk	24938.8	15	85	Good	Good	Fair	Fair	Fair	Fair	Fair	Good	Good	Good	Poor	Fair	 	 	 	 	 	 	 	 	 	 
Carson National Forest	130201010206	Latir Creek	Functioning Properly	22135.8	28	72	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Boise National Forest	170501200602	Hole in the Wall Creek-South Fork Payette River	Functioning at Risk	17696.1	97	3	Poor	Fair	Fair	Good	Good	Fair	Good	Fair	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
National Forests In Alabama	031501080403	Henry Creek-Cane Creek	Functioning Properly	40099.8	20	80	Good	Good	Good	Good	Good	Fair	Poor	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Mt Baker-Snoqualmie National Forest	171100140307	Silver Creek-White River	Functioning at Risk	32599.4	85	15	Good	Fair	Good	Good	Poor	Poor	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
National Forests In Texas	120401010303	Kidhaw Branch-Lake Creek	Functioning Properly	23481.5	21	79	Poor	Good	Good	Fair	Fair	Good	Good	Poor	Fair	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Pike-San Isabel National Forest	101900020204	Bailey	Functioning at Risk	46383.2	77	23	Poor	Fair	Good	Fair	Poor	Fair	Good	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Humboldt-Toiyabe National Forest	160502010102	Bryant Creek-East Fork Carson River	Functioning Properly	31615	97	3	Fair	Fair	Good	Fair	Good	Good	Good	Fair	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Arapaho-Roosevelt National Forest	101900070701	Halligan Reservoir	Functioning Properly	15139.2	7	94	Good	Fair	Good	Good	Good	Fair	Good	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Deschutes National Forest	170703010103	Elk Lake	Functioning Properly	9640.5	100	0	Poor	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Malheur National Forest	170702010105	Lewis Creek	Functioning Properly	18570.1	55	45	Good	Fair	Good	Good	Poor	Fair	Good	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Cibola National Forest	111001030107	Upper Coldwater Creek	Functioning Properly	43524.5	24	76	Good	Fair	Good	Good	Fair	Poor	Fair	Good	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Superior National Forest	090300010402	Perent River	Functioning Properly	26080.4	82	18	Good	Good	Fair	Good	Fair	Fair	Fair	Fair	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Willamette National Forest	170900050301	Upper Blowout Creek	Functioning at Risk	19750	100	0	Fair	Poor	Good	Good	Poor	Poor	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Gila National Forest	150400020304	Schoolhouse Canyon-Mangas Creek	Functioning Properly	37983.7	30	70	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Shasta Trinity National Forest	180200031202	Middle Squaw Creek	Functioning Properly	14869	59	41	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Nebraska National Forest	101401010102	Timber Creek	Functioning Properly	11415.1	73	27	Good	Fair	Good	Fair	Good	Good	Good	Fair	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Dakota Prairie Grasslands	101302020101	101302020101	Functioning at Risk	29426.3	28	72	Fair	Good	Good	Fair	Good	Fair	Fair	Fair	----	Fair	Poor	Fair	 	 	 	 	 	 	 	 	 	 
Chattahoochee-Oconee National Forest	030601020106	Unnamed	Functioning at Risk	13374.2	60	40	Poor	Good	Good	Poor	Poor	Fair	Fair	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Fremont-Winema National Forests	180102010207	Tiny Creek	Functioning Properly	42914.1	45	55	Good	Fair	Good	Good	Good	Poor	Good	Fair	Fair	Fair	Good	----	 	 	 	 	 	 	 	 	 	 
Beaverhead-Deerlodge National Forest	100200060204	Boulder River-Mormon Gulch	Functioning at Risk	14312.2	83	17	Poor	Fair	Good	Good	Poor	Poor	Good	Poor	Good	Fair	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Chippewa National Forest	070101030205	Wabana Lake	Functioning at Risk	39695.5	42	58	Fair	Fair	Fair	Good	Fair	Poor	Fair	Poor	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Olympic National Forest	171100170102	Lower South Fork Skokomish River	Functioning at Risk	27700.2	58	42	Fair	Poor	Fair	Good	Fair	Poor	Good	Fair	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Salmon-Challis National Forest	170602070104	Little Horse Creek	Functioning Properly	13050.1	100	0	Good	Good	Good	Good	Good	Fair	Good	Fair	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
National Forests In Florida	031200010703	Jump Creek	Functioning at Risk	12754.4	31	70	Good	Fair	Good	Fair	Fair	Fair	Fair	Fair	Good	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Nebraska National Forest	101402020804	Fifteen Creek	Functioning Properly	28863.3	57	43	Fair	Fair	Good	Fair	Good	Good	Good	Fair	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Uinta-Wasatch-Cache National Forest	160101010701	Upper Woodruff Creek	Functioning at Risk	18645.4	40	60	Good	Fair	Good	Fair	Fair	Poor	Fair	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Salmon-Challis National Forest	170602050401	Fall Creek-Middle Fork Salmon River	Functioning Properly	17533.9	100	0	Good	Fair	Good	Good	Good	Fair	Fair	Fair	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Lolo National Forest	170102031202	Lower Placid Creek	Functioning at Risk	21644.2	38	63	Poor	Fair	Good	Good	Fair	Fair	Fair	Fair	Fair	Good	Fair	----	 	 	 	 	 	 	 	 	 	 
Inyo National Forest	180902010105	Bog Mound Springs-Deep Springs Lake	Functioning Properly	31283.5	45	55	Good	Good	Good	Good	Good	Good	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Lewis And Clark National Forest	100301040503	Blubber Creek	Functioning at Risk	14788.3	5	95	Fair	Fair	Good	Fair	Fair	Good	Poor	Poor	Good	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Clearwater National Forest	170603070602	Upper Orogrande Creek	Functioning at Risk	20064.7	10	90	Good	Fair	Poor	Good	Fair	Fair	Fair	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Plumas National Forest	180201250901	Upper Dry Creek	Functioning at Risk	16782.2	20	80	Poor	Good	Good	Good	Fair	Poor	Fair	Fair	Good	Poor	Fair	----	 	 	 	 	 	 	 	 	 	 
Lewis And Clark National Forest	100401020207	Cottonwood Creek	Functioning Properly	32326.3	18	83	Fair	Fair	Good	Fair	Fair	Good	Good	Fair	Good	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Uinta-Wasatch-Cache National Forest	160202020304	Upper Diamond Fork	Functioning at Risk	22966.9	100	0	Fair	Fair	Good	Good	Fair	Poor	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Sawtooth National Forest	170402190302	Lake Creek-Big Wood River	Functioning at Risk	17609	94	7	Poor	Fair	Good	Poor	Fair	Good	Good	Fair	Poor	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Sierra National Forest	180400060204	Florence Lake-South Fork San Joaquin River	Functioning at Risk	32716.1	99	1	Poor	Fair	Good	Poor	Poor	Good	Good	Fair	Good	Poor	Good	Fair	 	 	 	 	 	 	 	 	 	 
Coconino National Forest	150602020407	Sob Canyon-Verde River	Functioning at Risk	16076.1	98	2	Poor	Fair	Poor	Good	Good	Fair	Poor	Fair	Good	Good	Fair	Fair	 	 	 	 	 	 	 	 	 	 
Dixie National Forest	140700070404	Upper Deer Spring Wash	Functioning at Risk	18616	23	77	Fair	Good	Fair	Good	Fair	Poor	Good	Fair	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Fremont-Winema National Forests	180102020304	Lower Fishhole Creek	Functioning at Risk	14400.8	55	45	Poor	Fair	Good	Good	Good	Fair	Good	Poor	Fair	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Dakota Prairie Grasslands	101302020102	Norwegian Creek	Functioning at Risk	29557.3	11	89	Fair	Fair	Good	Fair	Good	Poor	Poor	Fair	----	Fair	Poor	Fair	 	 	 	 	 	 	 	 	 	 
Kisatchie National Forest	080403030306	Iron Branch-Dugdemona River	Functioning Properly	20090.2	38	62	Good	Good	Good	Good	Good	Good	Fair	Poor	Good	Good	Poor	----	 	 	 	 	 	 	 	 	 	 
Fremont-Winema National Forests	180102040507	Buckmaster Creek	Functioning at Risk	26929.9	46	55	Poor	Good	Poor	Fair	Good	Poor	Good	Poor	Fair	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
Humboldt-Toiyabe National Forest	160401070201	Ophir Wash-Reese River	Functioning at Risk	19312.2	38	62	Fair	Poor	Fair	Fair	Poor	Fair	Fair	Fair	Good	Fair	Good	Fair	 	 	 	 	 	 	 	 	 	 
Nebraska National Forest	101401020204	Upper Cottonwood Creek	Functioning Properly	35426.6	33	67	Good	Fair	Good	Fair	Good	Good	Good	Fair	----	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Gifford Pinchot National Forest	171100150105	Copper Creek-Nisqually River	Functioning at Risk	10402.3	51	49	Poor	Poor	Good	Good	Fair	Poor	Good	Fair	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Dakota Prairie Grasslands	101102030801	Little Missouri River-Second Creek	Functioning at Risk	10602.6	62	39	Fair	Fair	Poor	Good	Good	Fair	Fair	Fair	----	Fair	Poor	Poor	 	 	 	 	 	 	 	 	 	 
Idaho Panhandle National Forest	170103040306	Sisters Creek	Functioning Properly	29346.9	46	54	Fair	Good	Good	Good	Fair	Poor	Good	Fair	Fair	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Malheur National Forest	170702010905	Birch Creek	Functioning Properly	10178.9	39	61	Poor	Fair	Good	Good	Poor	Fair	Good	Fair	Good	Good	Good	Fair	 	 	 	 	 	 	 	 	 	 
White River National Forest	140100030304	Berry Creek-Eagle River	Functioning Properly	11665.9	58	42	Good	Good	Good	Fair	Fair	Poor	Good	Good	Good	Good	Fair	Good	 	 	 	 	 	 	 	 	 	 
Bridger-Teton National Forest	170401020102	Middle South Fork Fish Creek	Functioning Properly	30826.1	100	0	Fair	Good	Good	Good	Good	Fair	Good	Fair	Fair	Fair	Good	Good	 	 	 	 	 	 	 	 	 	 
Chugach National Forest	190202011905	Harriman Fiord-Frontal Barry Arm	Functioning Properly	41485.1	65	35	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
Ozark-St Francis National Forest	110100040206	Sugarloaf Creek-White River	Functioning at Risk	27685.9	27	74	Fair	Poor	Good	Good	Fair	Fair	Good	Poor	Good	Good	Good	Good	 	 	 	 	 	 	 	 	 	 
Sequoia National Forest	180300030302	Upper Walker Basin Creek	Functioning Properly	14353.1	33	67	Fair	Fair	Good	Good	Good	Good	Poor	Poor	Good	Poor	Good	Good	 	 	 	 	 	 	 	 	 	 
National Forests In North Carolina	060200020402	Upper Valley River	Functioning at Risk	26034.1	33	67	Poor	Good	Good	Good	Poor	Poor	Fair	Poor	Good	Good	Good	----	 	 	 	 	 	 	 	 	 	 
