FORESTNAME,HUC12_CODE,HUC12_NAME,USFS_COND,TOT_ACRES,USFS_PERC,NONFS_PERC,AQ_BIOTA,RIPARIAN,WATER_QUAL,WATER_QUAN,AQ_HABITAT,ROAD_TRAIL,SOIL_COND,FIRE_COND,FOREST_COV,FOR_HEALTH,TER_INV_SP,RANGE_VEG,PRIOR_YR,PRICPL_REA,SEL_NARAT,KNWN_PART,APRVL_DATE,EST_CMP_DA,ES_PRJ_CNT,ES_PRJ_CST,ACT_CMP_DA,RESTPLN_IN
Chippewa National Forest,"090300060107",Bowstring River,Functioning at Risk,11409.900,42.0,58.0,Fair,Fair,Fair,Good,Good,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"090300060201",Island Lake-Popple River,Functioning Properly,39644.300,29.0,72.0,Fair,Good,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"090300060202",Dunbar River,Functioning at Risk,18233.300,24.0,76.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"090300060203",Round Lake,Functioning at Risk,8568.400,34.0,66.0,Fair,Good,Poor,Good,Good,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"090300060204",Wagner Creek,Functioning at Risk,14454.200,65.0,35.0,Fair,Poor,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"090300060205",Popple River,Functioning at Risk,21678.800,43.0,58.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"090300060301",Dora Lake,Functioning at Risk,12157.600,51.0,49.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"090300060302",Moose Brook,Functioning at Risk,18761.000,22.0,79.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"090300060303",Hay Creek,Functioning at Risk,12322.800,37.0,63.0,Fair,Fair,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"090300060304",Hinken Creek,Functioning Properly,14419.500,46.0,54.0,Fair,Good,Fair,Good,Good,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Superior National Forest,"090300050302",Shannon River,Functioning Properly,43054.300,5.0,95.0,Good,Good,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300050303",East Branch Sturgeon River,Functioning Properly,39566.100,47.0,53.0,Good,Good,Fair,Good,Fair,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300050304",Dark River,Functioning at Risk,37041.400,35.0,65.0,Good,Good,Poor,Poor,Fair,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300050305",Paavola Creek,Functioning Properly,10163.700,28.0,72.0,Good,Good,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Chippewa National Forest,"090203020601",Blackduck Lake,Functioning at Risk,15557.600,9.0,91.0,Fair,Fair,Poor,Good,Good,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Cherokee National Forest,"060101080401",South Indian Creek Upper,Functioning Properly,11226.100,19.0,81.0,Good,Good,Good,Good,Good,Fair,Fair,Poor,Good,Good,Good,----,,,,,,,,,,
Cherokee National Forest,"060101051403",French Broad River-Long Creek,Functioning at Risk,21308.400,32.0,68.0,Poor,Good,Fair,Good,Good,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Cherokee National Forest,"060101051402",French Broad River-Wolf Creek,Functioning at Risk,25791.300,64.0,36.0,Poor,Poor,Good,Good,Good,Good,Fair,Poor,Good,Fair,Fair,----,,,,,,,,,,
Cherokee National Forest,"060101051301",Gulf Fork Big Creek,Functioning at Risk,30856.100,39.0,61.0,Fair,Fair,Good,Good,Good,Poor,Poor,Poor,Good,Fair,Fair,----,,,,,,,,,,
Cherokee National Forest,"060101051302",Trail Fork Big Creek,Functioning at Risk,20871.800,41.0,59.0,Fair,Fair,Good,Good,Good,Fair,Fair,Poor,Good,Fair,Fair,----,,,,,,,,,,
Cherokee National Forest,"060101060402",Pigeon River-Cripple Creek,Functioning at Risk,24405.300,32.0,68.0,Poor,Fair,Good,Fair,Fair,Good,Poor,Poor,Poor,Fair,Fair,----,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800040201",Rock Creek-Deep Creek,Functioning at Risk,39992.700,99.0,1.0,Poor,Fair,Good,Fair,Poor,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800020603",North Draw,Functioning at Risk,33440.800,38.0,63.0,Poor,Fair,Good,Good,Fair,Poor,Good,Fair,Poor,Fair,Fair,Good,,,,,,,,,,
Chippewa National Forest,"070101010406",Gull River,Functioning at Risk,15780.700,18.0,82.0,Fair,Fair,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010407",North Twin Lake-Turtle River,Functioning at Risk,16289.400,36.0,64.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010408",Rabideau Lake-North Turtle River,Functioning at Risk,31394.000,39.0,61.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010409",North Turtle River,Functioning at Risk,16413.200,53.0,47.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010410",Kitchi Creek,Functioning at Risk,14268.500,54.0,46.0,Fair,Fair,Fair,Good,Good,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010411",Turtle River,Functioning at Risk,19952.200,33.0,67.0,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010505",Big Lake,Functioning at Risk,15967.400,18.0,82.0,Fair,Fair,Fair,Good,Good,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010506",Lake Andrusia-Mississippi River,Functioning at Risk,7505.900,12.0,88.0,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010507",Pike Bay,Functioning at Risk,11504.700,35.0,65.0,Fair,Fair,Fair,Fair,Fair,Poor,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010508",Cass Lake,Functioning at Risk,36106.100,26.0,74.0,Fair,Fair,Fair,Fair,Poor,Poor,Fair,Poor,Good,Good,Fair,----,"2011",<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Water Quantity</Value></Concern><Concern><Value>Species Habitat</Value></Concern></Concerns><Opportunities><Opportunity><Value>Improve Condition<,"The Cass Lake Watershed is located within 90 river miles of the Headwaters of the Mississippi River.  The watershed is rated as condition class II.  This rating is primarily due to impacts related to Knutson Dam, which is located on the Mississippi River",,2011/10/26,2020/09/30,"4",1450000.0000000000,,Y
Chippewa National Forest,"070101010601",Decker Lake,Functioning at Risk,11278.200,54.0,46.0,Fair,Fair,Poor,Good,Good,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010602",Skimerhorn Creek-Third River,Functioning at Risk,12456.500,38.0,63.0,Fair,Fair,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010603",Moose Creek,Functioning Properly,12029.800,16.0,85.0,Fair,Good,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010604",Third River,Functioning at Risk,21077.200,41.0,59.0,Fair,Fair,Poor,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010701",Cass Lake Outlet-Mississippi River,Functioning at Risk,18678.400,76.0,24.0,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010702",Pigeon River,Functioning at Risk,16300.700,91.0,9.0,Fair,Good,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010703",Cut Foot Sioux Lake,Functioning at Risk,34523.700,58.0,43.0,Fair,Fair,Fair,Good,Poor,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010704",Lake Winnibigoshish,Functioning at Risk,121504.400,33.0,67.0,Fair,Fair,Fair,Poor,Poor,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010801",Deer Lake,Functioning at Risk,16766.700,11.0,89.0,Fair,Fair,Fair,Good,Good,Poor,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010802",Moose Lake,Functioning at Risk,11672.600,49.0,51.0,Fair,Fair,Fair,Good,Good,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010803",Deer River,Functioning at Risk,27454.200,7.0,93.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010901",Little Winnibigoshish Lake-Mississippi River,Functioning at Risk,24682.500,53.0,47.0,Fair,Fair,Fair,Poor,Poor,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010902",Ball Club Lake,Functioning at Risk,27776.700,20.0,80.0,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010903",White Oak Lake-Mississippi River,Functioning at Risk,45984.500,10.0,90.0,Fair,Good,Fair,Poor,Poor,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010904",Vermillion River,Functioning at Risk,28912.200,51.0,49.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101010905",Leighton Lake-Mississippi River,Functioning at Risk,12741.700,11.0,89.0,Fair,Fair,Fair,Poor,Fair,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020301",Tenmile Lake,Functioning Properly,25520.800,25.0,75.0,Fair,Good,Fair,Good,Good,Poor,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020303",Man Lake,Functioning at Risk,26611.100,26.0,74.0,Fair,Fair,Fair,Good,Good,Poor,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020305",Woman Lake,Functioning at Risk,26139.300,11.0,89.0,Fair,Fair,Fair,Good,Fair,Poor,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020402",Trelipe Creek,Functioning Properly,16530.300,43.0,57.0,Fair,Good,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020403",Inguadona Lake-Boy River,Functioning at Risk,19559.400,6.0,94.0,Fair,Fair,Fair,Good,Good,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020404",Long Lake-Boy River,Functioning Properly,18624.700,49.0,51.0,Fair,Good,Fair,Good,Good,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020405",Swift Lake,Functioning at Risk,17280.500,55.0,46.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020406",Tobique Lake,Functioning at Risk,11667.800,69.0,31.0,Fair,Fair,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020407",Boy Lake,Functioning at Risk,27024.500,34.0,66.0,Fair,Fair,Poor,Good,Good,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020408",Boy River,Functioning Properly,11951.900,29.0,71.0,Fair,Good,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020501",Kabekona Bay,Functioning at Risk,20804.400,14.0,86.0,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020502",Crooked Lake,Functioning at Risk,13470.500,60.0,40.0,Fair,Fair,Fair,Good,Good,Poor,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020503",Shingobee River,Functioning at Risk,20290.900,23.0,77.0,Fair,Fair,Poor,Good,Fair,Poor,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020504",Sucker Creek,Functioning at Risk,20925.700,77.0,23.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020505",Urem Bay,Functioning at Risk,11006.100,55.0,45.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020506",Portage Creek,Functioning at Risk,13943.900,69.0,31.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020507",Leech Lake,Functioning at Risk,232398.200,22.0,78.0,Fair,Good,Fair,Poor,Poor,Fair,Fair,Poor,Good,Good,Fair,----,"2011",<Principal_Reason><Concerns><Concern><Value>Invasive Species</Value></Concern><Concern><Value>Water Quality</Value></Concern><Concern><Value>Species Habitat</Value></Concern></Concerns><Opportunities><Opportunity><Value>Socio-Economic Benefit</Value></Op,"The Leech Lake Watershed is located within the Leech Lake River Watershed, a 4th HUC tributary of the Mississippi Headwaters, which joins the Mississippi River at river mile 130.5.  We are working with numerous partners, including the Leech Lake Band of",,,,,,,
Chippewa National Forest,"070101020601",Drumbeater Lake-Leech River,Functioning at Risk,32073.000,36.0,64.0,Fair,Fair,Fair,Poor,Poor,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020602",Sixmile Brook,Functioning at Risk,25917.600,52.0,48.0,Fair,Fair,Fair,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020603",Bear River,Functioning Properly,28356.000,48.0,52.0,Fair,Good,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101020604",Leech River,Functioning at Risk,22926.100,32.0,68.0,Fair,Fair,Fair,Poor,Poor,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101030201",Balsam Creek,Functioning at Risk,32797.500,21.0,79.0,Fair,Fair,Fair,Good,Good,Fair,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Chippewa National Forest,"070101030205",Wabana Lake,Functioning at Risk,39695.500,42.0,58.0,Fair,Fair,Fair,Good,Fair,Poor,Fair,Poor,Good,Good,Fair,----,,,,,,,,,,
Superior National Forest,"090300010101",Long Island Lake,Functioning Properly,25164.900,80.0,21.0,Good,Good,Fair,Good,Good,Fair,Good,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010102",Cross River,Functioning Properly,15337.300,82.0,19.0,Good,Good,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010103",Gunflint Lake,Functioning Properly,18847.400,54.0,46.0,Fair,Good,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010408",Little Isabella River,Functioning Properly,32967.500,78.0,22.0,Good,Good,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010409",Isabella River,Functioning Properly,20559.200,86.0,14.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010501",Upper Stony River,Functioning Properly,36135.400,45.0,55.0,Good,Good,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010502",McDougal Lakes,Functioning Properly,11705.700,60.0,40.0,Good,Good,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010503",Greenwood River,Functioning Properly,31159.600,29.0,71.0,Good,Good,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010504",Stony Lake,Functioning Properly,16627.700,24.0,77.0,Good,Good,Fair,Good,Fair,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010505",Nip Creek,Functioning Properly,15558.000,59.0,42.0,Good,Good,Fair,Good,Fair,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010902",Bear Island River,Functioning Properly,29242.500,34.0,66.0,Good,Good,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010903",White Iron Lake,Functioning at Risk,15942.100,18.0,82.0,Fair,Good,Fair,Poor,Fair,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010904",Farm Lake,Functioning at Risk,13965.300,36.0,64.0,Fair,Good,Fair,Poor,Good,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300010905",Fall Lake,Functioning Properly,16981.900,42.0,59.0,Fair,Good,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011001",Range River,Functioning Properly,15446.200,67.0,33.0,Fair,Good,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011002",Basswood Lake,Functioning Properly,65140.000,66.0,34.0,Fair,Good,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011101",Horse River,Functioning Properly,33188.200,71.0,29.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011102",Crooked Lake,Functioning Properly,31034.800,69.0,31.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011103",Beartrap River,Functioning Properly,23558.900,89.0,11.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011104",Iron Lake,Functioning Properly,7381.200,66.0,34.0,Good,Good,Fair,Good,Good,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011201",Moose River,Functioning Properly,23623.600,79.0,21.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011202",Portage River,Functioning Properly,27637.100,44.0,56.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011203",Dahlgren River,Functioning Properly,21461.100,80.0,20.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011204",Boulder River,Functioning Properly,26585.300,80.0,20.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011301",Pocket Creek,Functioning Properly,17220.200,81.0,19.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011302",Lac La Croix,Functioning Properly,42120.600,55.0,45.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011401",Upper Little Indian Sioux River,Functioning Properly,29470.600,49.0,51.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011402",Lower Little Indian Sioux River,Functioning Properly,34950.100,81.0,19.0,Good,Good,Fair,Good,Fair,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011403",Loon Lake,Functioning Properly,21096.700,75.0,25.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300011404",Loon River,Functioning Properly,22677.300,86.0,14.0,Good,Good,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020101",Headwaters Pike River,Functioning Properly,24782.800,26.0,74.0,Good,Good,Fair,Good,Fair,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020102",Sand River,Functioning Properly,39978.600,25.0,75.0,Good,Good,Fair,Good,Fair,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020103",Pike River,Functioning Properly,54002.400,8.0,92.0,Good,Good,Fair,Good,Fair,Good,Fair,Poor,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020203",Bass Lake-Frontal Vermillion Lake,Functioning Properly,25129.100,25.0,75.0,Good,Good,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020204",Trout Lake,Functioning Properly,32522.100,54.0,46.0,Good,Good,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020205",Vermilion Lake,Functioning Properly,103253.700,8.0,92.0,Good,Good,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020304",Myrtle Lake-Pelican River,Functioning Properly,26036.100,24.0,76.0,Good,Good,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020305",Pelican River,Functioning Properly,26750.600,38.0,62.0,Good,Good,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020401",Picket Creek,Functioning Properly,19432.100,68.0,32.0,Good,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020402",Hunting Shack River,Functioning Properly,12359.800,92.0,8.0,Good,Good,Fair,Good,Fair,Fair,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020403",Echo River,Functioning Properly,18896.100,66.0,35.0,Good,Good,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020501",Hilda Creek,Functioning Properly,24471.000,73.0,27.0,Good,Good,Fair,Good,Fair,Good,Fair,Good,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020502",Twomile Creek-Vermilion River,Functioning Properly,34528.500,25.0,75.0,Good,Good,Fair,Good,Fair,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020503",Kjostad Lake-Vermilion River,Functioning Properly,24597.500,17.0,83.0,Good,Good,Poor,Good,Fair,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020504",Bug Creek,Functioning Properly,15889.800,42.0,59.0,Good,Good,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020505",Vermilion River,Functioning Properly,38806.800,69.0,31.0,Good,Good,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300020506",Crane Lake,Functioning Properly,25677.300,41.0,59.0,Fair,Good,Fair,Good,Fair,Good,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
Superior National Forest,"090300030101",Upper Ash River,Functioning Properly,35671.600,33.0,68.0,Good,Good,Fair,Good,Fair,Fair,Fair,Fair,Good,Good,Good,----,,,,,,,,,,
